"pmid","doi","title","pub_date","abstract","authors","journal","keywords","url","affiliations","embedding"
"11104404",,"A Double-Blind, Placebo-Controlled Trial of Secretin for the Treatment of Autistic Disorder.","1999-10-06","OBJECTIVE: This study examines the efficacy of intravenous porcine secretin for the treatment of autism. METHODS: Using a randomized, double-blind, placebo-controlled crossover design, 20 subjects with autistic disorder received either a secretin or placebo infusion at baseline and the other substance at week 4. Subjects were given the Autism Diagnostic Interview-Revised, the Autism Diagnostic Observation Schedule-Generic (ADOS-G), and other pertinent developmental measures at baseline and at weeks 4 and 8 to assess drug effects. RESULTS: For the primary efficacy analysis, change of ADOS-G social-communication total score from week 0 to week 4, no statistically significant difference was obtained between placebo (-1.0 +/- 2.4) and secretin groups (-0.7 +/- 1.4; t 0.34, df 18, P less than.74). No significant differences were obtained for the other measures, including when all 20 subjects were compared by paired t-test from baseline to 4 weeks after secretin infusion. CONCLUSION: There was no evidence for efficacy of secretin in this preliminary randomized controlled trial. These data were collected as part of a multicenter study with the University of California-Irvine and the University of Utah.","Owley T, Steele E, Corsello C, Risi S, McKaig K, Lord C, Leventhal BL, Cook Jr EH ","MedGenMed : Medscape general medicine",,"https://www.ncbi.nlm.nih.gov/pubmed/11104404","University of Chicago.",
"11132252","10.1017/S0012162200001481","Effect of secretin on children with autism: a randomized controlled trial.","2000-12-01","To determine the effect of intravenous porcine secretin on autistic behaviours in children aged 2 to 7 years, the effects of secretin on (1) performance on a standardized language measure, and (2) autistic behaviours, as rated by parents and child development professionals was examined. Employing a randomized, double-blind, placebo-controlled design, 95 participants were assigned to one of two groups and administered a single dose of either secretin or placebo. A follow-up assessment was conducted 3 weeks after the injection. No significant differences in language or autistic behaviour measures were observed at the 3-week follow-up between the groups. Also, there was no significant difference in the proportion of individuals who improved by > or = 6 points on the language measure at follow-up. This study showed no significant effects of secretin on children with autism. Our results are consistent with a systematic review of randomized controlled trials evaluating the effect of secretin in children with autism.","Dunn-Geier J, Ho H H, Auersperg E, Doyle D, Eaves L, Matsuba C, Orrbine E, Pham B, Whiting S","Developmental medicine and child neurology","Animals, Autistic Disorder, Child, Child, Preschool, Cognition, Double-Blind Method, Female, Humans, Injections, Intravenous, Language, Male, Secretin, Swine, Treatment Outcome","https://www.ncbi.nlm.nih.gov/pubmed/11132252","Child Development Service, Children's Hospital of Eastern Ontario, Ottawa, Canada. dunngeier@cheo.on.ca",
"11239907","10.1016/S0006-3223(00)00956-2","Reactivity of serotonin in whole blood: relationship with drug response in obsessive-compulsive disorder.","2001-02-15","Obsessive-compulsive disorder responds almost only to potent serotonin reuptake inhibitors. Previous studies have suggested a relation between serotonergic function and clinical outcome in serotonin reuptake inhibitor treatment of obsessive-compulsive disorder. In a randomized, double-blind trial, comparing clomipramine, paroxetine, and a placebo in obsessive-compulsive disorder, serotonin levels in whole blood (WB-5-HT) were measured at baseline, after 1 week, and after 4 weeks of treatment and related to clinical outcome in 36 patients. In patients treated with serotonin reuptake inhibitors there was a pronounced decrease of WB-5-HT, variable after 1 week and uniformly maximal after 4 weeks. The decrease of WB-5-HT after 1 week of serotonin reuptake inhibitor treatment correlated negatively with clinical outcome after 12 weeks (r = -.61, p =.0006); hence, patients with slower WB-5-HT reactivity eventually responded better to treatment. Baseline WB-5-HT, but not WB-5-HT reactivity, was related to season. Depression, autistic traits, and previous serotonin reuptake inhibitor treatment predicted nonresponse. A fast decrease of WB-5-HT was associated with poor clinical outcome. This may be related to faster serotonin efflux from platelets, which has previously been linked to autism. Further studies are necessary to identify the underlying mechanism and discern whether serotonin reuptake inhibitor-induced WB-5-HT decrease is clinically useful.","Humble M, Bejerot S, Bergqvist P B, Bengtsson F","Biological psychiatry","Adult, Double-Blind Method, Female, Humans, Male, Obsessive-Compulsive Disorder, Paroxetine, Serotonin, Selective Serotonin Reuptake Inhibitors","https://www.ncbi.nlm.nih.gov/pubmed/11239907","Psychiatry of Northern Dalecarlia, Mora Hospital, Mora, Sweden.",
"11305707","10.4088/Jcp.V62N0311","A preliminary double-blind, placebo-controlled trial of divalproex sodium in borderline personality disorder.","2001-03-01","Borderline personality disorder is characterized by affective instability, impulsivity, and aggression and is associated with considerable morbidity and mortality. Since anticonvulsant agents may be helpful in such symptomatology, we compared divalproex sodium with placebo in patients with borderline personality disorder. A 10-week, parallel, double-blind design was conducted. Sixteen outpatients meeting Structured Clinical Interview for DSM-IV Axis II Personality Disorders criteria for borderline personality disorder were randomly assigned to receive placebo (N = 4) or divalproex sodium (N = 12). Change was assessed in global symptom severity (Clinical Global Impressions-Improvement Scale [CGI-I]) and functioning (Global Assessment Scale [GAS]) as well as in specific core symptoms (depression, aggression, irritability, and suicidality). There was significant improvement from baseline in both global measures (CGI-I and GAS) following divalproex sodium treatment. A high dropout rate precluded finding significant differences between the treatment groups in the intent-to-treat analyses, although all results were in the predicted direction. Treatment with divalproex sodium may be more effective than placebo for global symptomatology, level of functioning, aggression, and depression. Controlled trials with larger sample sizes are warranted to confirm these preliminary results.","Hollander E, Allen A, Lopez R P, Bienstock C A, Grossman R, Siever L J, Merkatz L, Stein D J","The Journal of clinical psychiatry","Adolescent, Adult, Aggression, Ambulatory Care, Anticonvulsants, Borderline Personality Disorder, Comorbidity, Depressive Disorder, Double-Blind Method, Female, Humans, Male, Middle Aged, Patient Dropouts, Personality Inventory, Placebos, Psychiatric Status Rating Scales, Severity of Illness Index, Treatment Outcome, Valproic Acid","https://www.ncbi.nlm.nih.gov/pubmed/11305707","Department of Psychiatry, Mount Sinai School of Medicine, New York, NY 10029-6574, USA. eric.hollander@mssm.edu",
"11331721","10.1542/Peds.107.5.E71","Repeated doses of porcine secretin in the treatment of autism: a randomized, placebo-controlled trial.","2001-05-01","Anecdotal reports on the efficacy of secretin in autism raised great hopes for the treatment of children with this disorder. Initial single-dose, randomized, controlled trials failed to demonstrate any therapeutic effects of secretin. The present study is the first to test the outcome of repeated doses and to examine whether there is a subgroup of children who are more likely to achieve positive effects. Sixty-four children with autism (ages 2-7 years; 55 boys and 9 girls) with a range of intelligence quotient and verbal ability were randomly assigned, in a double-blind manner, to secretin or placebo groups. Children received 2 doses of placebo or porcine secretin, 6 weeks apart. Assessments were performed at baseline and 3 weeks after each injection using several outcome measures. There were no group differences on formal measures of language, cognition, or autistic symptomatology. Subgroupings based on cognitive level, the presence or absence of diarrhea, or a history of regression failed to show any significant therapeutic effects of secretin. No evidence is provided for the efficacy of repeated doses of porcine secretin in the treatment of children with autism. The possible relationship between relief of biological symptoms and enhanced skill performance is discussed.","Roberts W, Weaver L, Brian J, Bryson S, Emelianova S, Griffiths A M, MacKinnon B, Yim C, Wolpin J, Koren G","Pediatrics","Analysis of Variance, Attention, Autistic Disorder, Child, Child, Preschool, Cognition, Double-Blind Method, Drug Administration Schedule, Female, Humans, Language, Male, Neuropsychological Tests, Secretin","https://www.ncbi.nlm.nih.gov/pubmed/11331721","Autism Research Unit, Child Development Centre, University of Toronto, Toronto, Ontario, Canada. wendy.roberts@sickkids.on.ca",
"11343038","10.1067/Mpd.2001.112474","A randomized, double-blind, placebo-controlled trial of single-dose intravenous secretin as treatment for children with autism.","2001-05-01","To determine whether a single injection of intravenous secretin results in measurable improvements in socialization and/or communication skills in children with autism. Sixty subjects with autism were randomly selected and assigned to either treatment or placebo group. Subjects in the treatment group received 2.0 clinical units of secretin per kilogram of body weight as a single intravenous dose. Subjects in the placebo group received normal saline solution. Neurodevelopmental and behavioral assessments were performed for all subjects before injection and at 3 and 6 weeks after injection. Assessment of language skills and parents' behavioral assessments revealed no significant differences between the treatment and placebo groups. Raters' assessments of severity of autistic symptoms did not differ for the 2 groups at 6 weeks after injection. A marginally statistically significant improvement in autistic behaviors was seen in the treatment group at 3 weeks after injection (P =.051). A single dose of intravenous secretin does not appear to have significant effects on either parents' perception of autistic behaviors or language skills at 6 weeks after injection. Transient, marginally significant improvements in autistic behaviors may occur in some children.","Coniglio S J, Lewis J D, Lang C, Burns T G, Subhani-Siddique R, Weintraub A, Schub H, Holden E W","The Journal of pediatrics","Autistic Disorder, Child, Double-Blind Method, Female, Humans, Injections, Intravenous, Male, Secretin, Severity of Illness Index","https://www.ncbi.nlm.nih.gov/pubmed/11343038","Division of Developmental Pediatrics, The Marcus Institute at Emory University, Atlanta, Georgia, USA.",
"11367646",,"[Protective effect of Salvia Miltiorrhizae Composita on myocardium in patients undergoing open heart sugery].","1998-02-01","To observe the protective effect of Salvia Miltiorrhizae Composita (SMC) on myocardium injuries induced by oxygen free radicals from ischemic reperfusion in patients undergoing open heart surgery. Eighteen patients with either congenital ventricular septal defect (VSD) or atrial septal defect (ASD) were divided randomly into control group and treated group, 9 in each. Patients in the treated group were administered intravenously SMC 200 mg/kg before operation and in rewarming period, while patients of the control group received the same volume of balanced salt solution. Serum malonyldialdehyde (MDA), creatine phosphokinase (CPK) and lactate dehydrogenase (LDH) were measured before operation, 30 min after myocardium ischemia, 30 min after reperfusion, 30 min after cardiopulmonary bypass and 24 hours after operation. Serum MDA, CPK and LDH levels in the treated group at both myocardium ischemic period and ischemic reperfusion period were significantly higher than those at before operation (P < 0.05, P < 0.01). In the treated group, levels of the 3 indexes at myocardium ischemic period increased slightly in comparison with those before operation (P > 0.05), and the levels of them at ischemic reperfusion period were significantly higher than those before operation (P < 0.05), but there was no significant difference between the levels at ischemic reperfusion period and those at 30 min after myocardium ischemia. Comparison between the two groups showed that the serum MDA, CPK and LDH levels were all significantly higher in the control group than those in the control group respectively in all periods (P < 0.01). SMC could effectively protect myocardium from ischemia and ischemic reperfusion by attenuating the free radical damage and inhibiting lipid peroxidation.","Gu J, Li J, Liu S","Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine","Adolescent, Adult, Cardiopulmonary Bypass, Child, Child, Preschool, Creatine Kinase, Drugs, Chinese Herbal, Female, Free Radical Scavengers, Heart Septal Defects, Atrial, Heart Septal Defects, Ventricular, Humans, Male, Malondialdehyde, Myocardial Reperfusion Injury, Plant Extracts, Salvia miltiorrhiza","https://www.ncbi.nlm.nih.gov/pubmed/11367646","Department of Anesthesiology, First Affiliated Hospital, Hubei Medical University, Wuhan 430060.",
"11392343","10.1097/00004583-200106000-00010","Double-blind, placebo-controlled study of amantadine hydrochloride in the treatment of children with autistic disorder.","2001-06-01","To test the hypothesis that amantadine hydrochloride is a safe and effective treatment for behavioral disturbances--for example, hyperactivity and irritability--in children with autism. Thirty-nine subjects (intent to treat; 5-19 years old; IQ > 35) had autism diagnosed according to DSM-IV and ICD-10 criteria using the Autism Diagnostic Interview-Revised and the Autism Diagnostic Observation Schedule-Generic. The Aberrant Behavior Checklist-Community Version (ABC-CV) and Clinical Global Impressions (CGI) scale were used as outcome variables. After a 1-week, single-blind placebo run-in, patients received a single daily dose of amantadine (2.5 mg/kg per day) or placebo for the next week, and then bid dosing (5.0 mg/kg per day) for the subsequent 3 weeks. When assessed on the basis of parent-rated ABC-CV ratings of irritability and hyperactivity, the mean placebo response rate was 37% versus amantadine at 47% (not significant). However, in the amantadine-treated group there were statistically significant improvements in absolute changes in clinician-rated ABC-CVs for hyperactivity (amantadine -6.4 versus placebo -2.1; p = .046) and inappropriate speech (-1.9 versus 0.4; p = .008). CGI scale ratings were higher in the amantadine group: 53% improved versus 25% (p = .076). Amantadine was well tolerated. Parents did not report statistically significant behavioral change with amantadine. However, clinician-rated improvements in behavioral ratings following treatment with amantadine suggest that further studies with this or other drugs acting on the glutamatergic system are warranted. The design of these and similar drug trials in children with autistic disorder must take into account the possibility of a large placebo response.","King B H, Wright D M, Handen B L, Sikich L, Zimmerman A W, McMahon W, Cantwell E, Davanzo P A, Dourish C T, Dykens E M, Hooper S R, Jaselskis C A, Leventhal B L, Levitt J, Lord C, Lubetsky M J, Myers S M, Ozonoff S, Shah B G, Snape M, Shernoff E W, Williamson K, Cook E H","Journal of the American Academy of Child and Adolescent Psychiatry","Adolescent, Adult, Amantadine, Autistic Disorder, Child, Child, Preschool, Dopamine Agents, Double-Blind Method, Drug Administration Schedule, Female, Humans, Irritable Mood, Male, Psychiatric Status Rating Scales, Psychomotor Agitation, Severity of Illness Index, Treatment Outcome","https://www.ncbi.nlm.nih.gov/pubmed/11392343","Department of Psychiatry, Dartmouth Medical School, Hanover, NH 03756-0001, USA. Bryan.H.King@Dartmouth.edu",
"11439748","10.1023/A:1005674016014","Brief report: case reports on naltrexone use in children with autism: controlled observations regarding benefits and practical issues of medication management.","2001-02-01",,"Williams P G, Allard A, Sears L, Dalrymple N, Bloom A S","Journal of autism and developmental disorders","Attention, Autistic Disorder, Case-Control Studies, Child, Child Behavior Disorders, Child, Preschool, Double-Blind Method, Humans, Male, Naltrexone, Personality Assessment, Social Behavior","https://www.ncbi.nlm.nih.gov/pubmed/11439748","571 S. Floyd Street, Peds-CEC, 100 Kosair Pediatric Center, University of Louisville, Louisville, Kentucky 40202, USA.",
"11450816","10.1023/A:1010799115457","Lamotrigine therapy for autistic disorder: a randomized, double-blind, placebo-controlled trial.","2001-04-01","In autism, glutamate may be increased or its receptors up-regulated as part of an excitotoxic process that damages neural networks and subsequently contributes to behavioral and cognitive deficits seen in the disorder. This was a double-blind, placebo-controlled, parallel group study of lamotrigine, an agent that modulates glutamate release. Twenty-eight children (27 boys) ages 3 to 11 years (M = 5.8) with a primary diagnosis of autistic disorder received either placebo or lamotrigine twice daily. In children on lamotrigine, the drug was titrated upward over 8 weeks to reach a mean maintenance dose of 5.0 mg/kg per day. This dose was then maintained for 4 weeks. Following maintenance evaluations, the drug was tapered down over 2 weeks. The trial ended with a 4-week drug-free period. Outcome measures included improvements in severity and behavioral features of autistic disorder (stereotypies, lethargy, irritability, hyperactivity, emotional reciprocity, sharing pleasures) and improvements in language and communication, socialization, and daily living skills noted after 12 weeks (the end of a 4-week maintenance phase). We did not find any significant differences in improvements between lamotrigine or placebo groups on the Autism Behavior Checklist, the Aberrant Behavior Checklist, the Vineland Adaptive Behavior scales, the PL-ADOS, or the CARS. Parent rating scales showed marked improvements, presumably due to expectations of benefits.","Belsito K M, Law P A, Kirk K S, Landa R J, Zimmerman A W","Journal of autism and developmental disorders","Analysis of Variance, Autistic Disorder, Child, Child Behavior, Child, Preschool, Double-Blind Method, Excitatory Amino Acid Antagonists, Female, Glutamic Acid, Humans, Lamotrigine, Male, Psychiatric Status Rating Scales, Triazines","https://www.ncbi.nlm.nih.gov/pubmed/11450816","The Center for Autism and Related Disorders, Kennedy Krieger Institute, Baltimore, Maryland, USA.",
"11476129","10.1097/00004714-200108000-00012","Clomipramine versus haloperidol in the treatment of autistic disorder: a double-blind, placebo-controlled, crossover study.","2001-08-01","Clomipramine, haloperidol, and placebo were compared with baseline in the treatment of autism, and overall outcome, specific symptoms, and side effects were examined. It was hypothesized that clomipramine would be better tolerated than haloperidol and prove superior on a measure of stereotypy. Individuals with a DSM-IV diagnosis of autistic disorder (mean age, 16.3 years; range, 10-36 years) were randomly assigned, by using a Latin square design, to the following 7-week trials: placebo, clomipramine (mean daily dose, 128.4 mg; range, 100-150 mg), or haloperidol (mean daily dose, 1.3 mg; range, 1-1.5 mg). Data on 36 subjects were analyzed and taken together; the results favored haloperidol. In those patients who were able to complete a full therapeutic trial, clomipramine proved comparable to haloperidol in terms of improvement compared with baseline. However, significantly fewer individuals receiving clomipramine versus haloperidol were able to complete the trial (37.5% vs. 69.7%, respectively) for reasons related to both side effects and efficacy or behavior problems. In the intent-to-treat sample, which is perhaps more clinically relevant, only haloperidol proved superior to baseline on a global measure of autistic symptom severity, as well as specific measures for irritability and hyperactivity. Clomipramine did not seem more effective on a measure of stereotypy, nor was it better tolerated.","Remington G, Sloman L, Konstantareas M, Parker K, Gow R","Journal of clinical psychopharmacology","Adolescent, Adult, Antidepressive Agents, Tricyclic, Antipsychotic Agents, Autistic Disorder, Basal Ganglia Diseases, Clomipramine, Cross-Over Studies, Double-Blind Method, Female, Haloperidol, Humans, Male, Psychiatric Status Rating Scales, Stereotyped Behavior, Treatment Outcome","https://www.ncbi.nlm.nih.gov/pubmed/11476129","Centre for Addiction and Mental Health, Clarke Division, Toronto, Ontario, Canada. gary_remington@camh.net",
"11488363","10.4088/Jcp.V62N07A05","An open trial of divalproex sodium in autism spectrum disorders.","2001-07-01","Autism spectrum disorders are characterized by core deficits in social interaction and speech/communication skills, repetitive behaviors, and restricted interests. Other abnormalities include seizures, electroencephalographic (EEG) abnormalities, affective instability, impulsivity, and aggression. Divalproex sodium is indicated as both an anticonvulsant in epilepsy and a mood stabilizer in bipolar illness and thus might be useful for these complicating symptoms in autism. A retrospective pilot study was conducted to determine whether divalproex sodium was effective in treating core dimensions and associated features of autism. Fourteen patients who met DSM-IV criteria for autism, Asperger's disorder, or pervasive developmental disorder not otherwise specified, both with and without a history of seizure disorders or EEG abnormalities, were openly treated with divalproex sodium. Improvement was assessed via the Clinical Global Impressions-Improvement scale. Of 14 patients who completed a trial of divalproex sodium, 10 (71%) were rated as having sustained response to treatment. The mean dose of divalproex sodium was 768 mg/day (range, 125-2500 mg/day), and it was generally well tolerated. Improvement was noted in core symptoms of autism and associated features of affective instability, impulsivity, and aggression. Divalproex sodium may be beneficial to patients with autism spectrum disorders, particularly those with associated features of affective instability, impulsivity, and aggression as well as those with a history of EEG abnormalities or seizures. Of note, all patients with an abnormal EEG and/or seizure history were rated as responders. However, these findings must be interpreted with caution, given the open retrospective nature of the study. Controlled trials are needed to replicate these preliminary findings.","Hollander E, Dolgoff-Kaspar R, Cartwright C, Rawitt R, Novotny S","The Journal of clinical psychiatry","Adolescent, Adult, Age Factors, Anticonvulsants, Antipsychotic Agents, Asperger Syndrome, Autistic Disorder, Buspirone, Child, Child Development Disorders, Pervasive, Drug Administration Schedule, Drug Therapy, Combination, Electroencephalography, Female, Humans, Male, Pilot Projects, Psychiatric Status Rating Scales, Retrospective Studies, Selective Serotonin Reuptake Inhibitors, Treatment Outcome, Valproic Acid","https://www.ncbi.nlm.nih.gov/pubmed/11488363","Department of Psychiatry and Seaver Autism Research Center, Mt. Sinai School of Medicine, New York, NY 10029-6574, USA. eric.hollander@mssm.edu",
"11501687","10.1097/00004583-200108000-00009","Olanzapine versus haloperidol in children with autistic disorder: an open pilot study.","2001-08-01","Conventional neuroleptics ameliorate symptoms in children with autistic disorder; however, they are known to cause dyskinesias. Atypical neuroleptics, including olanzapine, may have less risk for dyskinesia, but their efficacy in autistic disorder is not established. This study was designed to investigate the safety and effectiveness of open-label olanzapine as a treatment for children with autistic disorder by using haloperidol as a standard comparator treatment. In a parallel groups design, 12 children with DSM-IV autistic disorder (mean age 7.8+/-2.1 years) were randomized to 6 weeks of open treatment with olanzapine or haloperidol. Mean final dosages were 7.9+/-2.5 mg/day for olanzapine and 1.4+/-0.7 mg/day for haloperidol. Outcome measures included the Clinical Global Impressions (CGI) and the Children's Psychiatric Rating Scale (CPRS). Both groups had symptom reduction. Five of six in the olanzapine group and three of six in the haloperidol group were rated as responders according to the CGI Improvement item. Subjects showed improvement on the CPRS Autism Factor (F1,9 = 24.4, p = .0008). Side effects included drowsiness and weight gain. The findings suggest that olanzapine is a promising treatment for children with autistic disorder. Further placebo-controlled and long-term studies of olanzapine in autistic disorder are required.","Malone R P, Cater J, Sheikh R M, Choudhury M S, Delaney M A","Journal of the American Academy of Child and Adolescent Psychiatry","Antipsychotic Agents, Autistic Disorder, Benzodiazepines, Child, Child Development Disorders, Pervasive, Child, Preschool, Dose-Response Relationship, Drug, Female, Haloperidol, Humans, Male, Olanzapine, Pilot Projects, Pirenzepine, Treatment Outcome","https://www.ncbi.nlm.nih.gov/pubmed/11501687","MCP Hahnemann University, Philadelphia, Biomedical Statistical Consulting, Wynnewood, PA, USA. richard.malone@drexel.edu",
"11699803","10.1097/00004583-200111000-00009","Multisite, double-blind, placebo-controlled trial of porcine secretin in autism.","2001-11-01","To examine the efficacy of intravenous porcine secretin for the treatment of autistic disorder. Randomized, double-blind, placebo-controlled, crossover design. Fifty-six subjects with autistic disorder received either a secretin or placebo infusion at baseline and the other substance at week 4. Subjects were given the Autism Diagnostic Observation Schedule (ADOS) and other pertinent developmental measures at baseline and at weeks 4 and 8 to assess drug effects. For the primary efficacy analysis, change of ADOS social-communication total score from week 0 to week 4, no statistically significant difference was obtained between placebo (-0.8 +/- 2.9) and secretin groups (-0.6 +/- 1.4; t54 = 0.346, p < .73). The other measures showed no treatment effect for secretin compared with placebo. There was no evidence for efficacy of secretin in this randomized, placebo-controlled, double-blind trial.","Owley T, McMahon W, Cook E H, Laulhere T, South M, Mays L Z, Shernoff E S, Lainhart J, Modahl C B, Corsello C, Ozonoff S, Risi S, Lord C, Leventhal B L, Filipek P A","Journal of the American Academy of Child and Adolescent Psychiatry","Autistic Disorder, Child, Child, Preschool, Cross-Over Studies, Double-Blind Method, Female, Humans, Infant, Infusions, Intravenous, Male, Personality Assessment, Secretin","https://www.ncbi.nlm.nih.gov/pubmed/11699803","Department of Psychiatry, University of Chicago, IL 60637, USA. towley@yoda.bsd.uchicago.edu",
